36.317745,127.367424
36.3177854,127.3675287
36.3177904,127.367398
36.317806,127.367577
36.3178307,127.3673757
36.31786,127.367714
36.3178785,127.3677583
36.3178991,127.3678
36.3179922,127.3672772
36.3179703,127.3678217
36.3180314,127.3672559
36.3180688,127.3672346
36.3180535,127.3678227
36.3181075,127.3672115
36.3180921,127.367825
36.3181097,127.3679122
36.3181485,127.3671903
36.318132,127.367829
36.3181543,127.367896
36.3181866,127.3671646
36.3181725,127.3678458
36.318195,127.367798
36.3182165,127.367147
36.318218,127.36776
36.318237,127.367714
36.3182435,127.3678892
36.318253,127.367668
36.3182632,127.367175
36.318272,127.367622
36.3182817,127.3678877
36.318279,127.367226
36.318287,127.367577
36.3182856,127.3671057
36.318295,127.367279
36.318306,127.367531
36.31831,127.367332
36.3183172,127.3678794
36.318321,127.367485
36.3183249,127.3670797
36.3183263,127.3673829
36.31834,127.367439
36.3183522,127.3678691
36.3183725,127.3674407
36.3183699,127.3670527
36.3183918,127.3678604
36.3184114,127.367448
36.3184143,127.3670257
36.3184317,127.36785
36.3184552,127.3669987
36.3184579,127.367453
36.3184751,127.3678397
36.3184994,127.3669693
36.3185021,127.367458
36.3185141,127.3678303
36.318539,127.366951
36.3185503,127.367828
36.31855,127.367462
36.318581,127.366959
36.3185916,127.3678177
36.318604,127.36747
36.318626,127.366959
36.3186298,127.3678023
36.3186575,127.3674783
36.318672,127.366959
36.318672,127.36779
36.318703,127.367485
36.3187126,127.3677756
36.318718,127.366959
36.318748,127.367493
36.318749,127.3677547
36.318764,127.366959
36.3187844,127.3677313
36.318794,127.3675
36.31881,127.366959
36.318813,127.367691
36.3188336,127.3676457
36.31884,127.367508
36.318851,127.367599
36.318855,127.366959
36.318867,127.367554
36.318882,127.367477
36.318882,127.367516
36.318886,127.367371
36.318886,127.367424
36.31889,127.367226
36.31889,127.367279
36.31889,127.367325
36.3188957,127.3670656
36.318893,127.367126
36.318893,127.36718
36.318897,127.366959
36.3188978,127.3670099
36.3182461,127.3671287
36.3179536,127.3673022
36.3178737,127.3673509
36.3177494,127.3674226
36.3178232,127.3676221
36.3178413,127.3676687
36.3179307,127.367819
36.317764,127.367477
36.3180104,127.367821
36.3182006,127.3678908
36.317916,127.3673268
36.3180707,127.3679251
